01/000,0
01/001,0
01/002,0
01/003,0
01/004,0
01/005,0
01/006,0
01/007,0
01/008,0
01/009,0
01/010,0
01/011,0
01/012,0
01/013,0
01/014,0
01/015,0
01/016,0
01/017,0
01/018,0
01/019,0
01/020,0
01/021,1
01/022,0
01/023,0
01/024,0
01/025,0
01/026,0
01/027,0
01/028,0
01/029,0
01/030,0
01/031,1
01/032,0
01/033,1
01/034,0
01/035,0
01/036,0
01/037,0
01/038,0
01/039,1
01/040,0
01/041,0
01/042,0
01/043,0
01/044,0
01/045,0
01/046,0
01/047,0
01/048,0
01/049,0
01/050,0
01/051,0
01/052,0
01/053,0
01/054,0
01/055,0
01/056,0
01/057,0
01/058,0
01/059,0
01/060,0
01/061,0
01/062,0
01/063,0
01/064,0
01/065,0
01/066,0
01/067,0
01/068,0
01/069,0
01/070,0
01/071,0
01/072,0
01/073,0
01/074,0
01/075,0
01/076,0
01/077,0
01/078,0
01/079,0
01/080,0
01/081,0
01/082,0
01/083,0
01/084,0
01/085,0
01/086,0
01/087,0
01/088,0
01/089,0
01/090,0
01/091,0
02/000,0
02/001,1
02/002,0
02/003,0
02/004,0
02/005,0
02/006,0
02/007,0
02/008,0
02/009,0
02/010,0
02/011,0
02/012,0
02/013,0
02/014,0
02/015,0
02/016,0
02/017,0
02/018,0
02/019,0
02/020,0
02/021,0
02/022,0
02/023,0
02/024,0
02/025,0
02/026,0
02/027,0
02/028,0
02/029,0
02/030,0
02/031,0
02/032,0
02/033,0
02/034,0
02/035,0
02/036,0
02/037,0
02/038,0
02/039,0
02/040,0
02/041,0
02/042,0
02/043,0
02/044,0
02/045,0
02/046,0
02/047,0
02/048,0
02/049,0
02/050,0
02/051,0
02/052,1
02/053,0
02/054,0
02/055,1
02/056,0
02/057,0
02/058,0
02/059,0
02/060,0
02/061,0
02/062,0
02/063,0
02/064,0
02/065,0
02/066,0
02/067,0
02/068,0
02/069,0
02/070,0
02/071,0
02/072,1
02/073,0
02/074,0
02/075,0
02/076,0
02/077,0
02/078,0
02/079,0
02/080,0
02/081,0
02/082,0
02/083,0
02/084,0
02/085,0
02/086,0
02/087,0
02/088,0
02/089,0
02/090,0
02/091,0
